No.					Name				Type1				Type2				Normal_Ability1		Normal_Ability2		Hidden_Ability		Catch_Rate			Egg_Group1			Egg_Group2			Egg_Cycle			Height(m)			Weight(kg)			HP					Attack				Defense				Spcial_Attack		Spcial_Defense		Speed				Total				
570					Zorua				Dark				Unknown				Illusion			Unknown				Unknown				75					Field				Unknown				6425				0.7					12.5				40					65					40					80					40					65					330					
571					Zoroark				Dark				Unknown				Illusion			Unknown				Unknown				45					Field				Unknown				5140				1.6					81.1				60					105					60					120					60					105					510					
572					Minccino			Normal				Unknown				Cute_Charm			Technician			Skill_Link			255					Field				Unknown				3855				0.4					5.8					55					50					40					40					40					75					300					
573					Cinccino			Normal				Unknown				Cute_Charm			Technician			Skill_Link			60					Field				Unknown				3855				0.5					7.5					75					95					60					65					60					115					470					
574					Gothita				Psychic				Unknown				Frisk				Competitive			Shadow_Tag			200					Human-Like			Unknown				5140				0.4					5.8					45					30					50					55					65					45					290					
575					Gothorita			Psychic				Unknown				Frisk				Competitive			Shadow_Tag			100					Human-Like			Unknown				5140				0.7					18.0				60					45					70					75					85					55					390					
576					Gothitelle			Psychic				Unknown				Frisk				Competitive			Shadow_Tag			50					Human-Like			Unknown				5140				1.5					44.0				70					55					95					95					110					65					490					
577					Solosis				Psychic				Unknown				Overcoat			Magic_Guard			Regenerator			200					Amorphous			Unknown				5140				0.3					1.0					45					30					40					105					50					20					290					
578					Duosion				Psychic				Unknown				Overcoat			Magic_Guard			Regenerator			100					Amorphous			Unknown				5140				0.6					8.0					65					40					50					125					60					30					370					
579					Reuniclus			Psychic				Unknown				Overcoat			Magic_Guard			Regenerator			50					Amorphous			Unknown				5140				1.0					20.1				110					65					75					125					85					30					490					
580					Ducklett			Water				Flying				Keen_Eye			Big_Pecks			Hydration			190					Water_1				Flying				5140				0.5					5.5					62					44					50					44					50					55					305					
581					Swanna				Water				Flying				Keen_Eye			Big_Pecks			Hydration			45					Water_1				Flying				5140				1.3					24.2				75					87					63					87					63					98					473					
582					Vanillite			Ice					Unknown				Ice_Body			Snow_Cloak			Weak_Armor			255					Mineral				Unknown				5140				0.4					5.7					36					50					50					65					60					44					305					
583					Vanillish			Ice					Unknown				Ice_Body			Snow_Cloak			Weak_Armor			120					Mineral				Unknown				5140				1.1					41.0				51					65					65					80					75					59					395					
584					Vanilluxe			Ice					Unknown				Ice_Body			Snow_Warning		Weak_Armor			45					Mineral				Unknown				5140				1.3					57.5				71					95					85					110					95					79					535					
585					Deerling			Normal				Grass				Chlorophyll			Sap_Sipper			Serene_Grace		190					Field				Unknown				5140				0.6					19.5				60					60					50					40					50					75					335					
586					Sawsbuck			Normal				Grass				Chlorophyll			Sap_Sipper			Serene_Grace		75					Field				Unknown				5140				1.9					92.5				80					100					70					60					70					95					475					
587					Emolga				Electric			Flying				Static				Unknown				Motor_Drive			200					Field				Unknown				5140				0.4					5.0					55					75					60					75					60					103					428					
588					Karrablast			Bug					Unknown				Swarm				Shed_Skin			No_Guard			200					Bug					Unknown				3855				0.5					5.9					50					75					45					40					45					60					315					
589					Escavalier			Bug					Steel				Swarm				Shell_Armor			Overcoat			75					Bug					Unknown				3855				1.0					33.0				70					135					105					60					105					20					495					
590					Foongus				Grass				Poison				Effect_Spore		Unknown				Regenerator			190					Grass				Unknown				5140				0.2					1.0					69					55					45					55					55					15					294					
591					Amoonguss			Grass				Poison				Effect_Spore		Unknown				Regenerator			75					Grass				Unknown				5140				0.6					10.5				114					85					70					85					80					30					464					
592					Frillish			Water				Ghost				Water_Absorb		Cursed_Body			Damp				190					Amorphous			Unknown				5140				1.2					33.0				55					40					50					65					85					40					335					
593					Jellicent			Water				Ghost				Water_Absorb		Cursed_Body			Damp				60					Amorphous			Unknown				5140				2.2					135.0				100					60					70					85					105					60					480					
594					Alomomola			Water				Unknown				Healer				Hydration			Regenerator			75					Water_1				Water_2				10280				1.2					31.6				165					75					80					40					45					65					470					
595					Joltik				Bug					Electric			Compound_Eyes		Unnerve				Swarm				190					Bug					Unknown				5140				0.1					0.6					50					47					50					57					50					65					319					
596					Galvantula			Bug					Electric			Compound_Eyes		Unnerve				Swarm				75					Bug					Unknown				5140				0.8					14.3				70					77					60					97					60					108					472					
597					Ferroseed			Grass				Steel				Iron_Barbs			Unknown				Unknown				255					Grass				Mineral				5140				0.6					18.8				44					50					91					24					86					10					305					
598					Ferrothorn			Grass				Steel				Iron_Barbs			Unknown				Anticipation		90					Grass				Mineral				5140				1.0					110.0				74					94					131					54					116					20					489					
599					Klink				Steel				Unknown				Plus				Minus				Clear_Body			130					Mineral				Unknown				5140				0.3					21.0				40					55					70					45					60					30					300					
600					Klang				Steel				Unknown				Plus				Minus				Clear_Body			60					Mineral				Unknown				5140				0.6					51.0				60					80					95					70					85					50					440					
601					Klinklang			Steel				Unknown				Plus				Minus				Clear_Body			30					Mineral				Unknown				5140				0.6					81.0				60					100					115					70					85					90					520					
602					Tynamo				Electric			Unknown				Levitate			Unknown				Unknown				190					Amorphous			Unknown				5140				0.2					0.3					35					55					40					45					40					60					275					
603					Eelektrik			Electric			Unknown				Levitate			Unknown				Unknown				60					Amorphous			Unknown				5140				1.2					22.0				65					85					70					75					70					40					405					
604					Eelektross			Electric			Unknown				Levitate			Unknown				Unknown				30					Amorphous			Unknown				5140				2.1					80.5				85					115					80					105					80					50					515					
605					Elgyem				Psychic				Unknown				Telepathy			Synchronize			Analytic			255					Human-Like			Unknown				5140				0.5					9.0					55					55					55					85					55					30					335					
606					Beheeyem			Psychic				Unknown				Telepathy			Synchronize			Analytic			90					Human-Like			Unknown				5140				1.0					34.5				75					75					75					125					95					40					485					
607					Litwick				Ghost				Fire				Flash_Fire			Flame_Body			Infiltrator			190					Amorphous			Unknown				5140				0.3					3.1					50					30					55					65					55					20					275					
608					Lampent				Ghost				Fire				Flash_Fire			Flame_Body			Infiltrator			90					Amorphous			Unknown				5140				0.6					13.0				60					40					60					95					60					55					370					
609					Chandelure			Ghost				Fire				Flash_Fire			Flame_Body			Infiltrator			45					Amorphous			Unknown				5140				1.0					34.3				60					55					90					145					90					80					520					
610					Axew				Dragon				Unknown				Rivalry				Mold_Breaker		Unnerve				75					Monster				Dragon				10280				0.6					18.0				46					87					60					30					40					57					320					
611					Fraxure				Dragon				Unknown				Rivalry				Mold_Breaker		Unnerve				60					Monster				Dragon				10280				1.0					36.0				66					117					70					40					50					67					410					
612					Haxorus				Dragon				Unknown				Rivalry				Mold_Breaker		Unnerve				45					Monster				Dragon				10280				1.8					105.5				76					147					90					60					70					97					540					
613					Cubchoo				Ice					Unknown				Snow_Cloak			Slush_Rush			Rattled				120					Field				Unknown				5140				0.5					8.5					55					70					40					60					40					40					305					
614					Beartic				Ice					Unknown				Snow_Cloak			Slush_Rush			Swift_Swim			60					Field				Unknown				5140				2.6					260.0				95					110					80					70					80					50					485					
615					Cryogonal			Ice					Unknown				Levitate			Unknown				Unknown				25					Mineral				Unknown				6425				1.1					148.0				70					50					30					95					135					105					485					
616					Shelmet				Bug					Unknown				Hydration			Shell_Armor			Overcoat			200					Bug					Unknown				3855				0.4					7.7					50					40					85					40					65					25					305					
617					Accelgor			Bug					Unknown				Hydration			Sticky_Hold			Unburden			75					Bug					Unknown				3855				0.8					25.3				80					70					40					100					60					145					495					
618					Stunfisk			Ground				Electric			Static				Limber				Sand_Veil			75					Water_1				Amorphous			5140				0.7					11.0				109					66					84					81					99					32					471					
619					Mienfoo				Fighting			Unknown				Inner_Focus			Regenerator			Reckless			180					Field				Human-Like			6425				0.9					20.0				45					85					50					55					50					65					350					
620					Mienshao			Fighting			Unknown				Inner_Focus			Regenerator			Reckless			45					Field				Human-Like			6425				1.4					35.5				65					125					60					95					60					105					510					
621					Druddigon			Dragon				Unknown				Rough_Skin			Sheer_Force			Mold_Breaker		45					Dragon				Monster				7710				1.6					139.0				77					120					90					60					90					48					485					
622					Golett				Ground				Ghost				Iron_Fist			Klutz				No_Guard			190					Mineral				Unknown				6425				1.0					92.0				59					74					50					35					50					35					303					
623					Golurk				Ground				Ghost				Iron_Fist			Klutz				No_Guard			90					Mineral				Unknown				6425				2.8					330.0				89					124					80					55					80					55					483					
624					Pawniard			Dark				Steel				Defiant				Inner_Focus			Pressure			120					Human-Like			Unknown				5140				0.5					10.2				45					85					70					40					40					60					340					
625					Bisharp				Dark				Steel				Defiant				Inner_Focus			Pressure			45					Human-Like			Unknown				5140				1.6					70.0				65					125					100					60					70					70					490					
626					Bouffalant			Normal				Unknown				Reckless			Sap_Sipper			Soundproof			45					Field				Unknown				5140				1.6					94.5				95					110					95					40					95					55					490					
627					Rufflet				Normal				Flying				Keen_Eye			Sheer_Force			Hustle				190					Flying				Unknown				5140				0.5					10.5				70					83					50					37					50					60					350					
628					Braviary			Normal				Flying				Keen_Eye			Sheer_Force			Defiant				60					Flying				Unknown				5140				1.5					41.0				100					123					75					57					75					80					510					
629					Vullaby				Dark				Flying				Big_Pecks			Overcoat			Weak_Armor			190					Flying				Unknown				5140				0.5					9.0					70					55					75					45					65					60					370					
630					Mandibuzz			Dark				Flying				Big_Pecks			Overcoat			Weak_Armor			60					Flying				Unknown				5140				1.2					39.5				110					65					105					55					95					80					510					
631					Heatmor				Fire				Unknown				Gluttony			Flash_Fire			White_Smoke			90					Field				Unknown				5140				1.4					58.0				85					97					66					105					66					65					484					
632					Durant				Bug					Steel				Swarm				Hustle				Truant				90					Bug					Unknown				5140				0.3					33.0				58					109					112					48					48					109					484					
633					Deino				Dark				Dragon				Hustle				Unknown				Unknown				45					Dragon				Unknown				10280				0.8					17.3				52					65					50					45					50					38					300					
634					Zweilous			Dark				Dragon				Hustle				Unknown				Unknown				45					Dragon				Unknown				10280				1.4					50.0				72					85					70					65					70					58					420					
635					Hydreigon			Dark				Dragon				Levitate			Unknown				Unknown				45					Dragon				Unknown				10280				1.8					160.0				92					105					90					125					90					98					600					
636					Larvesta			Bug					Fire				Flame_Body			Unknown				Swarm				45					Bug					Unknown				10280				1.1					28.8				55					85					55					50					55					60					360					
637					Volcarona			Bug					Fire				Flame_Body			Unknown				Swarm				15					Bug					Unknown				10280				1.6					46.0				85					60					65					135					105					100					550					
638					Cobalion			Steel				Fighting			Justified			Unknown				Unknown				3					Undiscovered		Unknown				20560				2.1					250.0				91					90					129					90					72					108					580					
639					Terrakion			Rock				Fighting			Justified			Unknown				Unknown				3					Undiscovered		Unknown				20560				1.9					260.0				91					129					90					72					90					108					580					
640					Virizion			Grass				Fighting			Justified			Unknown				Unknown				3					Undiscovered		Unknown				20560				2.0					200.0				91					90					72					90					129					108					580					
641					Tornadus			Flying				Unknown				Prankster			Unknown				Defiant				3					Undiscovered		Unknown				30840				1.5					63.0				79					115					70					125					80					111					580					
642					Thundurus			Electric			Flying				Prankster			Unknown				Defiant				3					Undiscovered		Unknown				30840				1.5					61.0				79					115					70					125					80					111					580					
643					Reshiram			Dragon				Fire				Turboblaze			Unknown				Unknown				3					Undiscovered		Unknown				30840				3.2					330.0				100					120					100					150					120					90					680					
644					Zekrom				Dragon				Electric			Teravolt			Unknown				Unknown				3					Undiscovered		Unknown				30840				2.9					345.0				100					150					120					120					100					90					680					
645					Landorus			Ground				Flying				Sand_Force			Unknown				Sheer_Force			3					Undiscovered		Unknown				30840				1.5					68.0				89					125					90					115					80					101					600					
646					Kyurem				Dragon				Ice					Pressure			Unknown				Unknown				3					Undiscovered		Unknown				30840				3.0					325.0				125					130					90					130					90					95					660					
647					Keldeo				Water				Fighting			Justified			Unknown				Unknown				3					Undiscovered		Unknown				20560				1.4					48.5				91					72					90					129					90					108					580					
648					Meloetta			Normal				Psychic				Serene_Grace		Unknown				Unknown				3					Undiscovered		Unknown				30840				0.6					6.5					100					77					77					128					128					90					600					
649					Genesect			Bug					Steel				Download			Unknown				Unknown				3					Undiscovered		Unknown				30840				1.5					82.5				71					120					95					120					95					99					600					
650					Chespin				Grass				Unknown				Overgrow			Unknown				Bulletproof			45					Field				Unknown				5140				0.4					9.0					56					61					65					48					45					38					313					
651					Quilladin			Grass				Unknown				Overgrow			Unknown				Bulletproof			45					Field				Unknown				5140				0.7					29.0				61					78					95					56					58					57					405					
652					Chesnaught			Grass				Fighting			Overgrow			Unknown				Bulletproof			45					Field				Unknown				5140				1.6					90.0				88					107					122					74					75					64					530					
653					Fennekin			Fire				Unknown				Blaze				Unknown				Magician			45					Field				Unknown				5140				0.4					9.4					40					45					40					62					60					60					307					
654					Braixen				Fire				Unknown				Blaze				Unknown				Magician			45					Field				Unknown				5140				1.0					14.5				59					59					58					90					70					73					409					
655					Delphox				Fire				Psychic				Blaze				Unknown				Magician			45					Field				Unknown				5140				1.5					39.0				75					69					72					114					100					104					534					
656					Froakie				Water				Unknown				Torrent				Unknown				Protean				45					Water_1				Unknown				5140				0.3					7.0					41					56					40					62					44					71					314					
657					Frogadier			Water				Unknown				Torrent				Unknown				Protean				45					Water_1				Unknown				5140				0.6					10.9				54					63					52					83					56					97					405					
658					Greninja			Water				Dark				Torrent				Unknown				Protean				45					Water_1				Unknown				5140				1.5					40.0				72					95					67					103					71					122					530					
659					Bunnelby			Normal				Unknown				Pickup				Cheek_Pouch			Huge_Power			255					Field				Unknown				3855				0.4					5.0					38					36					38					32					36					57					237					
660					Diggersby			Normal				Ground				Pickup				Cheek_Pouch			Huge_Power			127					Field				Unknown				3855				1.0					42.4				85					56					77					50					77					78					423					
661					Fletchling			Normal				Flying				Big_Pecks			Unknown				Gale_Wings			255					Flying				Unknown				3855				0.3					1.7					45					50					43					40					38					62					278					
662					Fletchinder			Fire				Flying				Flame_Body			Unknown				Gale_Wings			120					Flying				Unknown				3855				0.7					16.0				62					73					55					56					52					84					382					
663					Talonflame			Fire				Flying				Flame_Body			Unknown				Gale_Wings			45					Flying				Unknown				3855				1.2					24.5				78					81					71					74					69					126					499					
664					Scatterbug			Bug					Unknown				Shield_Dust			Compound_Eyes		Friend_Guard		255					Bug					Unknown				3855				0.3					2.5					38					35					40					27					25					35					200					
665					Spewpa				Bug					Unknown				Shed_Skin			Unknown				Friend_Guard		120					Bug					Unknown				3855				0.3					8.4					45					22					60					27					30					29					213					
666					Vivillon			Bug					Flying				Shield_Dust			Compound_Eyes		Friend_Guard		45					Bug					Unknown				3855				1.2					17.0				80					52					50					90					50					89					411					
667					Litleo				Fire				Normal				Rivalry				Unnerve				Moxie				220					Field				Unknown				5140				0.6					13.5				62					50					58					73					54					72					369					
668					Pyroar				Fire				Normal				Rivalry				Unnerve				Moxie				65					Field				Unknown				5140				1.5					81.5				86					68					72					109					66					106					507					
669					Flab¨¦b¨¦				Fairy				Unknown				Flower_Veil			Unknown				Symbiosis			225					Fairy				Unknown				5140				0.1					0.1					44					38					39					61					79					42					303					
670					Floette				Fairy				Unknown				Flower_Veil			Unknown				Symbiosis			120					Fairy				Unknown				5140				0.2					0.9					54					45					47					75					98					52					371					
671					Florges				Fairy				Unknown				Flower_Veil			Unknown				Symbiosis			45					Fairy				Unknown				5140				1.1					10.0				78					65					68					112					154					75					552					
672					Skiddo				Grass				Unknown				Sap_Sipper			Unknown				Grass_Pelt			200					Field				Unknown				5140				0.9					31.0				66					65					48					62					57					52					350					
673					Gogoat				Grass				Unknown				Sap_Sipper			Unknown				Grass_Pelt			45					Field				Unknown				5140				1.7					91.0				123					100					62					97					81					68					531					
674					Pancham				Fighting			Unknown				Iron_Fist			Mold_Breaker		Scrappy				220					Field				Human-Like			6425				0.6					8.0					67					82					62					46					48					43					348					
675					Pangoro				Fighting			Dark				Iron_Fist			Mold_Breaker		Scrappy				65					Field				Human-Like			6425				2.1					136.0				95					124					78					69					71					58					495					
676					Furfrou				Normal				Unknown				Fur_Coat			Unknown				Unknown				160					Field				Unknown				5140				1.2					28.0				75					80					60					65					90					102					472					
677					Espurr				Psychic				Unknown				Keen_Eye			Infiltrator			Own_Tempo			190					Field				Unknown				5140				0.3					3.5					62					48					54					63					60					68					355					
678					Meowstic			Psychic				Unknown				Keen_Eye			Infiltrator			Prankster			75					Field				Unknown				5140				0.6					8.5					74					48					76					83					81					104					466					
679					Honedge				Steel				Ghost				No_Guard			Unknown				Unknown				180					Mineral				Unknown				5140				0.8					2.0					45					80					100					35					37					28					325					
680					Doublade			Steel				Ghost				No_Guard			Unknown				Unknown				90					Mineral				Unknown				5140				0.8					4.5					59					110					150					45					49					35					448					
681					Aegislash			Steel				Ghost				Stance_Change		Unknown				Unknown				45					Mineral				Unknown				5140				1.7					53.0				60					50					150					50					150					60					520					
682					Spritzee			Fairy				Unknown				Healer				Unknown				Aroma_Veil			200					Fairy				Unknown				5140				0.2					0.5					78					52					60					63					65					23					341					
683					Aromatisse			Fairy				Unknown				Healer				Unknown				Aroma_Veil			140					Fairy				Unknown				5140				0.8					15.5				101					72					72					99					89					29					462					
684					Swirlix				Fairy				Unknown				Sweet_Veil			Unknown				Unburden			200					Fairy				Unknown				5140				0.4					3.5					62					48					66					59					57					49					341					
685					Slurpuff			Fairy				Unknown				Sweet_Veil			Unknown				Unburden			140					Fairy				Unknown				5140				0.8					5.0					82					80					86					85					75					72					480					
686					Inkay				Dark				Psychic				Suction_Cups		Contrary			Infiltrator			190					Water_1				Water_2				5140				0.4					3.5					53					54					53					37					46					45					288					
687					Malamar				Dark				Psychic				Suction_Cups		Contrary			Infiltrator			80					Water_1				Water_2				5140				1.5					47.0				86					92					88					68					75					73					482					
688					Binacle				Rock				Water				Sniper				Tough_Claws			Pickpocket			120					Water_3				Unknown				5140				0.5					31.0				42					52					67					39					56					50					306					
689					Barbaracle			Rock				Water				Sniper				Tough_Claws			Pickpocket			45					Water_3				Unknown				5140				1.3					96.0				72					105					115					54					86					68					500					
690					Skrelp				Poison				Water				Poison_Point		Poison_Touch		Adaptability		225					Water_1				Dragon				5140				0.5					7.3					50					60					60					60					60					30					320					
691					Dragalge			Poison				Dragon				Poison_Point		Poison_Touch		Adaptability		55					Water_1				Dragon				5140				1.8					81.5				65					75					90					97					123					44					494					
692					Clauncher			Water				Unknown				Mega_Launcher		Unknown				Unknown				225					Water_1				Water_3				3855				0.5					8.3					50					53					62					58					63					44					330					
693					Clawitzer			Water				Unknown				Mega_Launcher		Unknown				Unknown				55					Water_1				Water_3				3855				1.3					35.3				71					73					88					120					89					59					500					
694					Helioptile			Electric			Normal				Dry_Skin			Sand_Veil			Solar_Power			190					Monster				Dragon				5140				0.5					6.0					44					38					33					61					43					70					289					
695					Heliolisk			Electric			Normal				Dry_Skin			Sand_Veil			Solar_Power			75					Monster				Dragon				5140				1.0					21.0				62					55					52					109					94					109					481					
696					Tyrunt				Rock				Dragon				Strong_Jaw			Unknown				Sturdy				45					Monster				Dragon				7710				0.8					26.0				58					89					77					45					45					48					362					
697					Tyrantrum			Rock				Dragon				Strong_Jaw			Unknown				Rock_Head			45					Monster				Dragon				7710				2.5					270.0				82					121					119					69					59					71					521					
698					Amaura				Rock				Ice					Refrigerate			Unknown				Snow_Warning		45					Monster				Unknown				7710				1.3					25.2				77					59					50					67					63					46					362					
699					Aurorus				Rock				Ice					Refrigerate			Unknown				Snow_Warning		45					Monster				Unknown				7710				2.7					225.0				123					77					72					99					92					58					521					
700					Sylveon				Fairy				Unknown				Cute_Charm			Unknown				Pixilate			45					Field				Unknown				8995				1.0					23.5				95					65					65					110					130					60					525					
701					Hawlucha			Fighting			Flying				Limber				Unburden			Mold_Breaker		100					Human-Like			Unknown				5140				0.8					21.5				78					92					75					74					63					118					500					
702					Dedenne				Electric			Fairy				Cheek_Pouch			Pickup				Plus				180					Field				Fairy				5140				0.2					2.2					67					58					57					81					67					101					431					
703					Carbink				Rock				Fairy				Clear_Body			Unknown				Sturdy				60					Fairy				Mineral				6425				0.3					5.7					50					50					150					50					150					50					500					
704					Goomy				Dragon				Unknown				Sap_Sipper			Hydration			Gooey				45					Dragon				Unknown				10280				0.3					2.8					45					50					35					55					75					40					300					
705					Sliggoo				Dragon				Unknown				Sap_Sipper			Hydration			Gooey				45					Dragon				Unknown				10280				0.8					17.5				68					75					53					83					113					60					452					
706					Goodra				Dragon				Unknown				Sap_Sipper			Hydration			Gooey				45					Dragon				Unknown				10280				2.0					150.5				90					100					70					110					150					80					600					
707					Klefki				Steel				Fairy				Prankster			Unknown				Magician			75					Mineral				Unknown				5140				0.2					3.0					57					80					91					80					87					75					470					
708					Phantump			Ghost				Grass				Natural_Cure		Frisk				Harvest				120					Grass				Amorphous			5140				0.4					7.0					43					70					48					50					60					38					309					
709					Trevenant			Ghost				Grass				Natural_Cure		Frisk				Harvest				60					Grass				Amorphous			5140				1.5					71.0				85					110					76					65					82					56					474					
710					Pumpkaboo			Ghost				Grass				Pickup				Frisk				Insomnia			120					Amorphous			Unknown				5140				0.3					3.5					44					66					70					44					55					56					335					
711					Gourgeist			Ghost				Grass				Pickup				Frisk				Insomnia			60					Amorphous			Unknown				5140				0.7					9.5					55					85					122					58					75					99					494					
712					Bergmite			Ice					Unknown				Own_Tempo			Ice_Body			Sturdy				190					Monster				Unknown				5140				1.0					99.5				55					69					85					32					35					28					304					
713					Avalugg				Ice					Unknown				Own_Tempo			Ice_Body			Sturdy				55					Monster				Unknown				5140				2.0					505.0				95					117					184					44					46					28					514					
714					Noibat				Flying				Dragon				Frisk				Infiltrator			Telepathy			190					Flying				Unknown				5140				0.5					8.0					40					30					35					45					40					55					245					
715					Noivern				Flying				Dragon				Frisk				Infiltrator			Telepathy			45					Flying				Unknown				5140				1.5					85.0				85					70					80					97					80					123					535					
716					Xerneas				Fairy				Unknown				Fairy_Aura			Unknown				Unknown				45					Undiscovered		Unknown				30840				3.0					215.0				126					131					95					131					98					99					680					
717					Yveltal				Dark				Flying				Dark_Aura			Unknown				Unknown				45					Undiscovered		Unknown				30840				5.8					203.0				126					131					95					131					98					99					680					
718					Zygarde				Dragon				Ground				Aura_Break			Power_Construct		Unknown				3					Undiscovered		Unknown				30840				5.0					305.0				108					100					121					81					95					95					600					
719					Diancie				Rock				Fairy				Clear_Body			Unknown				Unknown				3					Undiscovered		Unknown				6425				0.7					8.8					50					100					150					100					150					50					600					
720					Hoopa				Psychic				Ghost				Magician			Unknown				Unknown				3					Undiscovered		Unknown				30840				0.5					9.0					80					110					60					150					130					70					600					
721					Volcanion			Fire				Water				Water_Absorb		Unknown				Unknown				3					Undiscovered		Unknown				30840				1.7					195.0				80					110					120					130					90					70					600					
722					Rowlet				Grass				Flying				Overgrow			Unknown				Long_Reach			45					Flying				Unknown				3855				0.3					1.5					68					55					55					50					50					42					320					
723					Dartrix				Grass				Flying				Overgrow			Unknown				Long_Reach			45					Flying				Unknown				3855				0.7					16.0				78					75					75					70					70					52					420					
724					Decidueye			Grass				Ghost				Overgrow			Unknown				Long_Reach			45					Flying				Unknown				3855				1.6					36.6				78					107					75					100					100					70					530					
725					Litten				Fire				Unknown				Blaze				Unknown				Intimidate			45					Field				Unknown				3855				0.4					4.3					45					65					40					60					40					70					320					
726					Torracat			Fire				Unknown				Blaze				Unknown				Intimidate			45					Field				Unknown				3855				0.7					25.0				65					85					50					80					50					90					420					
727					Incineroar			Fire				Dark				Blaze				Unknown				Intimidate			45					Field				Unknown				3855				1.8					83.0				95					115					90					80					90					60					530					
728					Popplio				Water				Unknown				Torrent				Unknown				Liquid_Voice		45					Water_1				Field				3855				0.4					7.5					50					54					54					66					56					40					320					
729					Brionne				Water				Unknown				Torrent				Unknown				Liquid_Voice		45					Water_1				Field				3855				0.6					17.5				60					69					69					91					81					50					420					
730					Primarina			Water				Fairy				Torrent				Unknown				Liquid_Voice		45					Water_1				Field				3855				1.8					44.0				80					74					74					126					116					60					530					
731					Pikipek				Normal				Flying				Keen_Eye			Skill_Link			Pickup				255					Flying				Unknown				3855				0.3					1.2					35					75					30					30					30					65					265					
732					Trumbeak			Normal				Flying				Keen_Eye			Skill_Link			Pickup				120					Flying				Unknown				3855				0.6					14.8				55					85					50					40					50					75					355					
733					Toucannon			Normal				Flying				Keen_Eye			Skill_Link			Sheer_Force			45					Flying				Unknown				3855				1.1					26.0				80					120					75					75					75					60					485					
734					Yungoos				Normal				Unknown				Stakeout			Strong_Jaw			Adaptability		255					Field				Unknown				3855				0.4					6.0					48					70					30					30					30					45					253					
735					Gumshoos			Normal				Unknown				Stakeout			Strong_Jaw			Adaptability		127					Field				Unknown				3855				0.7					14.2				88					110					60					55					60					45					418					
736					Grubbin				Bug					Unknown				Swarm				Unknown				Unknown				255					Bug					Unknown				3855				0.4					4.4					47					62					45					55					45					46					300					
737					Charjabug			Bug					Electric			Battery				Unknown				Unknown				120					Bug					Unknown				3855				0.5					10.5				57					82					95					55					75					36					400					
738					Vikavolt			Bug					Electric			Levitate			Unknown				Unknown				45					Bug					Unknown				3855				1.5					45.0				77					70					90					145					75					43					500					
739					Crabrawler			Fighting			Unknown				Hyper_Cutter		Iron_Fist			Anger_Point			225					Water_3				Unknown				5140				0.6					7.0					47					82					57					42					47					63					338					
740					Crabominable		Fighting			Ice					Hyper_Cutter		Iron_Fist			Anger_Point			60					Water_3				Unknown				5140				1.7					180.0				97					132					77					62					67					43					478					
741					Oricorio			Fire				Flying				Dancer				Unknown				Unknown				45					Flying				Unknown				5140				0.6					3.4					75					70					70					98					70					93					476					
742					Cutiefly			Bug					Fairy				Honey_Gather		Shield_Dust			Sweet_Veil			190					Bug					Fairy				5140				0.1					0.2					40					45					40					55					40					84					304					
743					Ribombee			Bug					Fairy				Honey_Gather		Shield_Dust			Sweet_Veil			75					Bug					Fairy				5140				0.2					0.5					60					55					60					95					70					124					464					
744					Rockruff			Rock				Unknown				Keen_Eye			Vital_Spirit		Steadfast			190					Field				Unknown				3855				0.5					9.2					45					65					40					30					40					60					280					
745					Lycanroc			Rock				Unknown				Keen_Eye			Sand_Rush			Steadfast			90					Field				Unknown				3855				0.8					25.0				75					115					65					55					65					112					487					
746					Wishiwashi			Water				Unknown				Schooling			Unknown				Unknown				60					Water_2				Unknown				3855				0.2					0.3					45					20					20					25					25					40					175					
747					Mareanie			Poison				Water				Merciless			Limber				Regenerator			190					Water_1				Unknown				5140				0.4					8.0					50					53					62					43					52					45					305					
748					Toxapex				Poison				Water				Merciless			Limber				Regenerator			75					Water_1				Unknown				5140				0.7					14.5				50					63					152					53					142					35					495					
749					Mudbray				Ground				Unknown				Own_Tempo			Stamina				Inner_Focus			190					Field				Unknown				5140				1.0					110.0				70					100					70					45					55					45					385					
750					Mudsdale			Ground				Unknown				Own_Tempo			Stamina				Inner_Focus			60					Field				Unknown				5140				2.5					920.0				100					125					100					55					85					35					500					
751					Dewpider			Water				Bug					Water_Bubble		Unknown				Water_Absorb		200					Water_1				Bug					3855				0.3					4.0					38					40					52					40					72					27					269					
752					Araquanid			Water				Bug					Water_Bubble		Unknown				Water_Absorb		100					Water_1				Bug					3855				1.8					82.0				68					70					92					50					132					42					454					
753					Fomantis			Grass				Unknown				Leaf_Guard			Unknown				Contrary			190					Grass				Unknown				5140				0.3					1.5					40					55					35					50					35					35					250					
754					Lurantis			Grass				Unknown				Leaf_Guard			Unknown				Contrary			75					Grass				Unknown				5140				0.9					18.5				70					105					90					80					90					45					480					
755					Morelull			Grass				Fairy				Illuminate			Effect_Spore		Rain_Dish			190					Grass				Unknown				5140				0.2					1.5					40					35					55					65					75					15					285					
756					Shiinotic			Grass				Fairy				Illuminate			Effect_Spore		Rain_Dish			75					Grass				Unknown				5140				1.0					11.5				60					45					80					90					100					30					405					
757					Salandit			Poison				Fire				Corrosion			Unknown				Oblivious			120					Monster				Dragon				5140				0.6					4.8					48					44					40					71					40					77					320					
758					Salazzle			Poison				Fire				Corrosion			Unknown				Oblivious			45					Monster				Dragon				5140				1.2					22.2				68					64					60					111					60					117					480					
